Level,Div Num,Div Name,Subject,Subgroup,2015-2016 Pass Rate,2016-2017 Pass Rate,2017-2018 Pass Rate, 
Div,77,Pulaski County,History and Social Sciences,Economically Disadvantaged,77,77,72, 
Div,77,Pulaski County,Mathematics,Economically Disadvantaged,72,68,69, 
Div,77,Pulaski County,Science,Economically Disadvantaged,73,73,67, 
Div,77,Pulaski County,English: Reading,English Learners,43,42,7, 
Div,77,Pulaski County,English: Writing,English Learners,<,<,<, 
Div,77,Pulaski County,History and Social Sciences,English Learners,<,50,25, 
Div,77,Pulaski County,Mathematics,English Learners,64,58,30, 
Div,77,Pulaski County,Science,English Learners,40,18,23, 
Div,77,Pulaski County,English: Reading,Female,79,81,80, 
Div,77,Pulaski County,English: Writing,Female,77,79,80, 
Div,77,Pulaski County,History and Social Sciences,Female,85,85,82, 
Div,77,Pulaski County,Mathematics,Female,81,80,80, 
Div,77,Pulaski County,Science,Female,82,84,80, 
Div,77,Pulaski County,English: Reading,Hispanic,71,60,58, 
Div,77,Pulaski County,English: Writing,Hispanic,53,60,55, 
Div,77,Pulaski County,History and Social Sciences,Hispanic,78,72,72, 
Div,77,Pulaski County,Mathematics,Hispanic,69,68,66, 
Div,77,Pulaski County,Science,Hispanic,60,68,65, 
Div,77,Pulaski County,English: Reading,Male,73,75,73, 
Div,77,Pulaski County,English: Writing,Male,60,66,64, 
Div,77,Pulaski County,History and Social Sciences,Male,84,85,80, 
Div,77,Pulaski County,Mathematics,Male,75,73,72, 
Div,77,Pulaski County,Science,Male,80,79,77, 
Div,77,Pulaski County,English: Reading,Students with Disabilities,35,38,36, 
Div,77,Pulaski County,English: Writing,Students with Disabilities,33,20,23, 
Div,77,Pulaski County,History and Social Sciences,Students with Disabilities,54,52,47, 
Div,77,Pulaski County,Mathematics,Students with Disabilities,43,39,36, 
Div,77,Pulaski County,Science,Students with Disabilities,46,41,39, 
Div,77,Pulaski County,English: Reading,White,78,80,78, 
Div,77,Pulaski County,English: Writing,White,71,73,74, 
Div,77,Pulaski County,History and Social Sciences,White,86,87,83, 
Div,77,Pulaski County,Mathematics,White,80,78,78, 
Div,77,Pulaski County,Science,White,83,84,80, 
Div,122,Radford City,English: Reading,All Students,78,84,84, 
Div,122,Radford City,English: Writing,All Students,77,75,77, 
Div,122,Radford City,History and Social Sciences,All Students,82,88,89, 
Div,122,Radford City,Mathematics,All Students,76,81,79, 
Div,122,Radford City,Science,All Students,83,85,83, 
Div,122,Radford City,English: Reading,Asian,88,85,<, 
Div,122,Radford City,English: Writing,Asian,<,<,<, 
Div,122,Radford City,History and Social Sciences,Asian,<,<,<, 
Div,122,Radford City,Mathematics,Asian,93,100,90, 
Div,122,Radford City,Science,Asian,<,<,<, 
Div,122,Radford City,English: Reading,Black,55,59,58, 
Div,122,Radford City,English: Writing,Black,61,57,52, 
Div,122,Radford City,History and Social Sciences,Black,67,64,73, 
Div,122,Radford City,Mathematics,Black,49,67,54, 
Div,122,Radford City,Science,Black,65,64,72, 
Div,122,Radford City,English: Reading,Economically Disadvantaged,63,73,72, 
Div,122,Radford City,English: Writing,Economically Disadvantaged,61,62,61, 
Div,122,Radford City,History and Social Sciences,Economically Disadvantaged,68,75,78, 
Div,122,Radford City,Mathematics,Economically Disadvantaged,59,71,67, 
Div,122,Radford City,Science,Economically Disadvantaged,72,74,71, 
Div,122,Radford City,English: Reading,English Learners,<,<,70, 
Div,122,Radford City,English: Writing,English Learners,<,<,<, 
Div,122,Radford City,History and Social Sciences,English Learners,<,<,<, 
Div,122,Radford City,Mathematics,English Learners,<,<,73, 
Div,122,Radford City,Science,English Learners,<,<,<, 
Div,122,Radford City,English: Reading,Female,82,86,85, 
Div,122,Radford City,English: Writing,Female,86,79,79, 
Div,122,Radford City,History and Social Sciences,Female,83,87,88, 
Div,122,Radford City,Mathematics,Female,79,82,83, 
Div,122,Radford City,Science,Female,86,85,81, 
Div,122,Radford City,English: Reading,Hispanic,70,92,88, 
Div,122,Radford City,English: Writing,Hispanic,<,67,<, 
Div,122,Radford City,History and Social Sciences,Hispanic,73,79,86, 
Div,122,Radford City,Mathematics,Hispanic,68,90,80, 
Div,122,Radford City,Science,Hispanic,78,88,88, 
Div,122,Radford City,English: Reading,Male,76,81,83, 
Div,122,Radford City,English: Writing,Male,70,70,74, 
Div,122,Radford City,History and Social Sciences,Male,82,89,90, 
Div,122,Radford City,Mathematics,Male,74,80,75, 
Div,122,Radford City,Science,Male,81,84,86, 
Div,122,Radford City,English: Reading,Students with Disabilities,39,38,49, 
Div,122,Radford City,English: Writing,Students with Disabilities,26,16,21, 
Div,122,Radford City,History and Social Sciences,Students with Disabilities,48,45,48, 
Div,122,Radford City,Mathematics,Students with Disabilities,39,40,42, 
Div,122,Radford City,Science,Students with Disabilities,37,47,45, 
Div,122,Radford City,English: Reading,White,82,86,88, 
Div,122,Radford City,English: Writing,White,80,77,80, 
Div,122,Radford City,History and Social Sciences,White,84,91,92, 
Div,122,Radford City,Mathematics,White,80,83,83, 
Div,122,Radford City,Science,White,86,88,85, 
Div,78,Rappahannock County,English: Reading,All Students,78,82,81, 
Div,78,Rappahannock County,English: Writing,All Students,76,80,84, 
Div,78,Rappahannock County,History and Social Sciences,All Students,83,92,86, 
Div,78,Rappahannock County,Mathematics,All Students,87,85,84, 
Div,78,Rappahannock County,Science,All Students,91,88,93, 
Div,78,Rappahannock County,English: Reading,Asian,<,-,-,
Div,78,Rappahannock County,English: Writing,Asian,<,-,-,
Div,78,Rappahannock County,History and Social Sciences,Asian,<,<,-,
Div,78,Rappahannock County,Mathematics,Asian,<,<,-,
Div,78,Rappahannock County,Science,Asian,<,<,-,
Div,78,Rappahannock County,English: Reading,Black,36,83,<, 
Div,78,Rappahannock County,English: Writing,Black,<,<,<, 
Div,78,Rappahannock County,History and Social Sciences,Black,<,<,<, 
Div,78,Rappahannock County,Mathematics,Black,64,50,60, 
Div,78,Rappahannock County,Science,Black,<,60,<, 
Div,78,Rappahannock County,English: Reading,Economically Disadvantaged,65,70,70, 
Div,78,Rappahannock County,English: Writing,Economically Disadvantaged,65,64,70, 
Div,78,Rappahannock County,History and Social Sciences,Economically Disadvantaged,78,86,82, 
Div,78,Rappahannock County,Mathematics,Economically Disadvantaged,79,73,75, 
Div,78,Rappahannock County,Science,Economically Disadvantaged,87,79,89, 
Div,78,Rappahannock County,English: Reading,English Learners,50,50,29, 
Div,78,Rappahannock County,History and Social Sciences,English Learners,<,<,<, 
Div,78,Rappahannock County,Mathematics,English Learners,67,58,27, 
Div,78,Rappahannock County,Science,English Learners,<,<,<, 
Div,78,Rappahannock County,English: Reading,Female,80,83,83, 
Div,78,Rappahannock County,English: Writing,Female,80,87,91, 
Div,78,Rappahannock County,History and Social Sciences,Female,83,89,81, 
Div,78,Rappahannock County,Mathematics,Female,89,85,85, 
Div,78,Rappahannock County,Science,Female,91,90,93, 
Div,78,Rappahannock County,English: Reading,Hispanic,70,68,59, 
Div,78,Rappahannock County,English: Writing,Hispanic,<,<,<, 
Div,78,Rappahannock County,History and Social Sciences,Hispanic,92,100,91, 
Div,78,Rappahannock County,Mathematics,Hispanic,77,70,56, 
Div,78,Rappahannock County,Science,Hispanic,80,89,90, 
Div,78,Rappahannock County,English: Reading,Male,76,81,80, 
Div,78,Rappahannock County,English: Writing,Male,73,73,79, 
Div,78,Rappahannock County,History and Social Sciences,Male,84,94,91, 
Div,78,Rappahannock County,Mathematics,Male,86,84,82, 
Div,78,Rappahannock County,Science,Male,91,87,92, 
Div,78,Rappahannock County,English: Reading,Students with Disabilities,38,43,51, 
Div,78,Rappahannock County,English: Writing,Students with Disabilities,20,44,54, 
Div,78,Rappahannock County,History and Social Sciences,Students with Disabilities,58,65,66, 
Div,78,Rappahannock County,Mathematics,Students with Disabilities,52,55,53, 
Div,78,Rappahannock County,Science,Students with Disabilities,62,55,64, 
Div,78,Rappahannock County,English: Reading,White,81,83,85, 
Div,78,Rappahannock County,English: Writing,White,76,80,88, 
Div,78,Rappahannock County,History and Social Sciences,White,83,92,86, 
Div,78,Rappahannock County,Mathematics,White,89,87,87, 
Div,78,Rappahannock County,Science,White,92,90,94, 
Div,123,Richmond City,English: Reading,All Students,60,58,59, 
Div,123,Richmond City,English: Writing,All Students,45,53,50, 
Div,123,Richmond City,History and Social Sciences,All Students,67,67,62, 
Div,123,Richmond City,Mathematics,All Students,58,54,52, 
Div,123,Richmond City,Science,All Students,64,59,59, 
Div,123,Richmond City,English: Reading,Asian,68,76,80, 
Div,123,Richmond City,English: Writing,Asian,<,87,68, 
Div,123,Richmond City,History and Social Sciences,Asian,76,79,77, 
Div,123,Richmond City,Mathematics,Asian,78,82,80, 
Div,123,Richmond City,Science,Asian,84,64,73, 
Div,123,Richmond City,English: Reading,Black,56,53,54, 
Div,123,Richmond City,English: Writing,Black,40,45,42, 
Div,123,Richmond City,History and Social Sciences,Black,64,63,59, 
Div,123,Richmond City,Mathematics,Black,54,49,46, 
Div,123,Richmond City,Science,Black,61,55,54, 
Div,123,Richmond City,English: Reading,Economically Disadvantaged,54,51,52, 
Div,123,Richmond City,English: Writing,Economically Disadvantaged,31,43,40, 
Div,123,Richmond City,History and Social Sciences,Economically Disadvantaged,63,62,58, 
Div,123,Richmond City,Mathematics,Economically Disadvantaged,53,49,46, 
Div,123,Richmond City,Science,Economically Disadvantaged,59,53,53, 
Div,123,Richmond City,English: Reading,English Learners,41,33,38, 
Div,123,Richmond City,English: Writing,English Learners,30,22,<, 
Div,123,Richmond City,History and Social Sciences,English Learners,61,45,49, 
Div,123,Richmond City,Mathematics,English Learners,56,48,47, 
Div,123,Richmond City,Science,English Learners,29,18,33, 
Div,123,Richmond City,English: Reading,Female,63,61,63, 
Div,123,Richmond City,English: Writing,Female,51,58,56, 
Div,123,Richmond City,History and Social Sciences,Female,67,67,63, 
Div,123,Richmond City,Mathematics,Female,60,57,54, 
Div,123,Richmond City,Science,Female,65,59,61, 
Div,123,Richmond City,English: Reading,Hispanic,59,56,54, 
Div,123,Richmond City,English: Writing,Hispanic,51,52,47, 
Div,123,Richmond City,History and Social Sciences,Hispanic,72,67,58, 
Div,123,Richmond City,Mathematics,Hispanic,64,60,56, 
Div,123,Richmond City,Science,Hispanic,59,52,55, 
Div,123,Richmond City,English: Reading,Male,57,55,55, 
Div,123,Richmond City,English: Writing,Male,39,46,43, 
Div,123,Richmond City,History and Social Sciences,Male,68,68,62, 
Div,123,Richmond City,Mathematics,Male,56,52,50, 
Div,123,Richmond City,Science,Male,64,59,58, 
Div,123,Richmond City,English: Reading,Students with Disabilities,34,32,33, 
Div,123,Richmond City,English: Writing,Students with Disabilities,25,23,17, 
Div,123,Richmond City,History and Social Sciences,Students with Disabilities,46,43,36, 
Div,123,Richmond City,Mathematics,Students with Disabilities,35,31,29, 
Div,123,Richmond City,Science,Students with Disabilities,41,32,30, 
Div,123,Richmond City,English: Reading,White,89,87,89, 
Div,123,Richmond City,English: Writing,White,78,85,84, 
Div,123,Richmond City,History and Social Sciences,White,90,88,85, 
Div,123,Richmond City,Mathematics,White,88,81,78, 
Div,123,Richmond City,Science,White,91,90,88, 
Div,79,Richmond County,English: Reading,All Students,78,80,80, 
Div,79,Richmond County,English: Writing,All Students,74,64,61, 
Div,79,Richmond County,History and Social Sciences,All Students,85,86,82, 
Div,79,Richmond County,Mathematics,All Students,83,86,78, 
Div,79,Richmond County,Science,All Students,84,81,79, 
Div,79,Richmond County,English: Reading,Asian,<,<,<, 
Div,79,Richmond County,English: Writing,Asian,<,-,<, 
Div,79,Richmond County,History and Social Sciences,Asian,<,<,<, 
Div,79,Richmond County,Mathematics,Asian,<,<,<, 
Div,79,Richmond County,Science,Asian,<,<,<, 
Div,79,Richmond County,English: Reading,Black,66,73,73, 
Div,79,Richmond County,English: Writing,Black,50,44,52, 
Div,79,Richmond County,History and Social Sciences,Black,78,78,76, 
Div,79,Richmond County,Mathematics,Black,73,80,71, 
Div,79,Richmond County,Science,Black,72,66,61, 
Div,79,Richmond County,English: Reading,Economically Disadvantaged,69,72,73, 
Div,79,Richmond County,English: Writing,Economically Disadvantaged,63,54,53, 
Div,79,Richmond County,History and Social Sciences,Economically Disadvantaged,77,80,77, 
Div,79,Richmond County,Mathematics,Economically Disadvantaged,77,81,73, 
Div,79,Richmond County,Science,Economically Disadvantaged,77,71,68, 
Div,79,Richmond County,English: Reading,English Learners,60,60,63, 
Div,79,Richmond County,English: Writing,English Learners,<,<,<, 
Div,79,Richmond County,History and Social Sciences,English Learners,60,78,75, 
Div,79,Richmond County,Mathematics,English Learners,85,87,82, 
Div,79,Richmond County,Science,English Learners,67,67,75, 
Div,79,Richmond County,English: Reading,Female,84,84,84, 
Div,79,Richmond County,English: Writing,Female,79,69,78, 
Div,79,Richmond County,History and Social Sciences,Female,83,84,82, 
Div,79,Richmond County,Mathematics,Female,86,88,79, 
Div,79,Richmond County,Science,Female,81,81,77, 
Div,79,Richmond County,English: Reading,Hispanic,71,72,74, 
Div,79,Richmond County,English: Writing,Hispanic,<,<,42, 
Div,79,Richmond County,History and Social Sciences,Hispanic,84,86,80, 
Div,79,Richmond County,Mathematics,Hispanic,89,91,83, 
Div,79,Richmond County,Science,Hispanic,86,77,81, 
Div,79,Richmond County,English: Reading,Male,73,77,76, 
Div,79,Richmond County,English: Writing,Male,71,59,52, 
Div,79,Richmond County,History and Social Sciences,Male,87,88,83, 
Div,79,Richmond County,Mathematics,Male,81,83,76, 
Div,79,Richmond County,Science,Male,86,81,81, 
Div,79,Richmond County,English: Reading,Students with Disabilities,33,37,37, 
Div,79,Richmond County,English: Writing,Students with Disabilities,50,30,27, 
Div,79,Richmond County,History and Social Sciences,Students with Disabilities,56,49,50, 
Div,79,Richmond County,Mathematics,Students with Disabilities,45,49,33, 
Div,79,Richmond County,Science,Students with Disabilities,57,39,26, 
Div,79,Richmond County,English: Reading,White,86,85,84, 
Div,79,Richmond County,English: Writing,White,82,72,66, 
Div,79,Richmond County,History and Social Sciences,White,88,89,85, 
Div,79,Richmond County,Mathematics,White,87,88,80, 
Div,79,Richmond County,Science,White,88,88,87, 
Div,124,Roanoke City,English: Reading,All Students,73,74,73, 
Div,124,Roanoke City,English: Writing,All Students,65,74,67, 
Div,124,Roanoke City,History and Social Sciences,All Students,79,79,75, 
Div,124,Roanoke City,Mathematics,All Students,78,77,75, 
Div,124,Roanoke City,Science,All Students,75,74,74, 
Div,124,Roanoke City,English: Reading,Asian,76,78,72, 
Div,124,Roanoke City,English: Writing,Asian,59,68,83, 
Div,124,Roanoke City,History and Social Sciences,Asian,87,83,80, 
Div,124,Roanoke City,Mathematics,Asian,86,82,84, 
Div,124,Roanoke City,Science,Asian,73,75,77, 
Div,124,Roanoke City,English: Reading,Black,64,68,67, 
Div,124,Roanoke City,English: Writing,Black,56,66,59, 
Div,124,Roanoke City,History and Social Sciences,Black,71,72,68, 
Div,124,Roanoke City,Mathematics,Black,73,71,68, 
Div,124,Roanoke City,Science,Black,67,65,65, 
Div,124,Roanoke City,English: Reading,Economically Disadvantaged,66,68,68, 
Div,124,Roanoke City,English: Writing,Economically Disadvantaged,57,65,59, 
Div,124,Roanoke City,History and Social Sciences,Economically Disadvantaged,73,73,70, 
Div,124,Roanoke City,Mathematics,Economically Disadvantaged,74,72,71, 
Div,124,Roanoke City,Science,Economically Disadvantaged,69,67,69, 
Div,124,Roanoke City,English: Reading,English Learners,67,65,58, 
Div,124,Roanoke City,English: Writing,English Learners,29,39,34, 
Div,124,Roanoke City,History and Social Sciences,English Learners,74,72,63, 
Div,124,Roanoke City,Mathematics,English Learners,78,75,72, 
Div,124,Roanoke City,Science,English Learners,58,56,58, 
Div,124,Roanoke City,English: Reading,Female,76,77,76, 
Div,124,Roanoke City,English: Writing,Female,71,77,74, 
Div,124,Roanoke City,History and Social Sciences,Female,78,78,74, 
Div,124,Roanoke City,Mathematics,Female,81,80,77, 
Div,124,Roanoke City,Science,Female,75,76,73, 
Div,124,Roanoke City,English: Reading,Hispanic,78,70,67, 
Div,124,Roanoke City,English: Writing,Hispanic,70,70,63, 
Div,124,Roanoke City,History and Social Sciences,Hispanic,79,80,70, 
Div,124,Roanoke City,Mathematics,Hispanic,82,79,75, 
Div,124,Roanoke City,Science,Hispanic,73,69,68, 
Div,124,Roanoke City,English: Reading,Male,70,71,70, 
Div,124,Roanoke City,English: Writing,Male,60,71,62, 
Div,124,Roanoke City,History and Social Sciences,Male,79,80,75, 
Div,124,Roanoke City,Mathematics,Male,76,75,73, 
Div,124,Roanoke City,Science,Male,76,73,74, 
Div,124,Roanoke City,English: Reading,Students with Disabilities,33,37,46, 
Div,124,Roanoke City,English: Writing,Students with Disabilities,37,38,37, 
Div,124,Roanoke City,History and Social Sciences,Students with Disabilities,53,51,50, 
Div,124,Roanoke City,Mathematics,Students with Disabilities,42,41,48, 
Div,124,Roanoke City,Science,Students with Disabilities,48,42,46, 
Div,124,Roanoke City,English: Reading,White,82,82,83, 
Div,124,Roanoke City,English: Writing,White,75,83,78, 
Div,124,Roanoke City,History and Social Sciences,White,87,87,84, 
Div,124,Roanoke City,Mathematics,White,84,84,83, 
Div,124,Roanoke City,Science,White,86,85,86, 
Div,80,Roanoke County,English: Reading,All Students,86,86,85, 
Div,80,Roanoke County,English: Writing,All Students,83,85,83, 
Div,80,Roanoke County,History and Social Sciences,All Students,90,91,89, 
Div,80,Roanoke County,Mathematics,All Students,89,88,86, 
Div,80,Roanoke County,Science,All Students,88,88,87, 
Div,80,Roanoke County,English: Reading,Asian,91,93,92, 
Div,80,Roanoke County,English: Writing,Asian,92,84,95, 
Div,80,Roanoke County,History and Social Sciences,Asian,95,97,97, 
Div,80,Roanoke County,Mathematics,Asian,97,95,95, 
Div,80,Roanoke County,Science,Asian,95,92,90, 
Div,80,Roanoke County,English: Reading,Black,70,68,70, 
Div,80,Roanoke County,English: Writing,Black,68,64,65, 
Div,80,Roanoke County,History and Social Sciences,Black,76,78,76, 
Div,80,Roanoke County,Mathematics,Black,74,74,73, 
Div,80,Roanoke County,Science,Black,72,72,72, 
Div,80,Roanoke County,English: Reading,Economically Disadvantaged,76,77,76, 
Div,80,Roanoke County,English: Writing,Economically Disadvantaged,66,71,70, 
Div,80,Roanoke County,History and Social Sciences,Economically Disadvantaged,82,84,80, 
Div,80,Roanoke County,Mathematics,Economically Disadvantaged,81,80,78, 
Div,80,Roanoke County,Science,Economically Disadvantaged,81,78,76, 
Div,80,Roanoke County,English: Reading,English Learners,67,72,74, 
Div,80,Roanoke County,English: Writing,English Learners,48,41,55, 
Div,80,Roanoke County,History and Social Sciences,English Learners,81,76,70, 
Div,80,Roanoke County,Mathematics,English Learners,91,83,79, 
Div,80,Roanoke County,Science,English Learners,79,64,63, 
Div,80,Roanoke County,English: Reading,Female,89,89,87, 
Div,80,Roanoke County,English: Writing,Female,88,90,88, 
Div,80,Roanoke County,History and Social Sciences,Female,89,89,89, 
Div,80,Roanoke County,Mathematics,Female,90,89,89, 
Div,80,Roanoke County,Science,Female,89,88,87, 
Div,80,Roanoke County,English: Reading,Hispanic,79,79,80, 
Div,80,Roanoke County,English: Writing,Hispanic,76,83,81, 
Div,80,Roanoke County,History and Social Sciences,Hispanic,86,87,84, 
Div,80,Roanoke County,Mathematics,Hispanic,87,85,82, 
Div,80,Roanoke County,Science,Hispanic,85,83,80, 
Div,80,Roanoke County,English: Reading,Male,84,83,83, 
Div,80,Roanoke County,English: Writing,Male,78,80,77, 
Div,80,Roanoke County,History and Social Sciences,Male,91,93,89, 
Div,80,Roanoke County,Mathematics,Male,88,87,84, 
Div,80,Roanoke County,Science,Male,88,89,86, 
Div,80,Roanoke County,English: Reading,Students with Disabilities,58,57,56, 
Div,80,Roanoke County,English: Writing,Students with Disabilities,39,42,39, 
Div,80,Roanoke County,History and Social Sciences,Students with Disabilities,70,67,63, 
Div,80,Roanoke County,Mathematics,Students with Disabilities,65,63,59, 
Div,80,Roanoke County,Science,Students with Disabilities,62,62,55, 
Div,80,Roanoke County,English: Reading,White,88,88,86, 
Div,80,Roanoke County,English: Writing,White,84,86,84, 
Div,80,Roanoke County,History and Social Sciences,White,91,92,90, 
Div,80,Roanoke County,Mathematics,White,90,89,88, 
Div,80,Roanoke County,Science,White,90,90,88, 
Div,81,Rockbridge County,English: Reading,All Students,78,76,80, 
Div,81,Rockbridge County,English: Writing,All Students,77,77,79, 
Div,81,Rockbridge County,History and Social Sciences,All Students,81,82,81, 
Div,81,Rockbridge County,Mathematics,All Students,85,79,79, 
Div,81,Rockbridge County,Science,All Students,84,83,80, 
Div,81,Rockbridge County,English: Reading,Asian,100,<,<, 
Div,81,Rockbridge County,English: Writing,Asian,<,<,<, 
Div,81,Rockbridge County,History and Social Sciences,Asian,91,<,<, 
Div,81,Rockbridge County,Mathematics,Asian,100,<,<, 
Div,81,Rockbridge County,Science,Asian,100,<,<, 
Div,81,Rockbridge County,English: Reading,Black,68,72,75, 
Div,81,Rockbridge County,English: Writing,Black,70,79,83, 
Div,81,Rockbridge County,History and Social Sciences,Black,74,76,70, 
Div,81,Rockbridge County,Mathematics,Black,88,81,69, 
Div,81,Rockbridge County,Science,Black,88,77,77, 
Div,81,Rockbridge County,English: Reading,Economically Disadvantaged,69,67,72, 
Div,81,Rockbridge County,English: Writing,Economically Disadvantaged,66,58,64, 
Div,81,Rockbridge County,History and Social Sciences,Economically Disadvantaged,72,73,71, 
Div,81,Rockbridge County,Mathematics,Economically Disadvantaged,77,71,72, 
Div,81,Rockbridge County,Science,Economically Disadvantaged,72,74,69, 
Div,81,Rockbridge County,English: Reading,English Learners,42,52,30, 
Div,81,Rockbridge County,English: Writing,English Learners,<,<,<, 
Div,81,Rockbridge County,History and Social Sciences,English Learners,31,61,36, 
Div,81,Rockbridge County,Mathematics,English Learners,81,71,67, 
Div,81,Rockbridge County,Science,English Learners,40,36,<, 
Div,81,Rockbridge County,English: Reading,Female,80,80,84, 
Div,81,Rockbridge County,English: Writing,Female,83,81,85, 
Div,81,Rockbridge County,History and Social Sciences,Female,80,81,80, 
Div,81,Rockbridge County,Mathematics,Female,87,83,82, 
Div,81,Rockbridge County,Science,Female,86,82,79, 
Div,81,Rockbridge County,English: Reading,Hispanic,61,57,58, 
Div,81,Rockbridge County,English: Writing,Hispanic,<,<,75, 
Div,81,Rockbridge County,History and Social Sciences,Hispanic,63,72,59, 
Div,81,Rockbridge County,Mathematics,Hispanic,79,62,66, 
Div,81,Rockbridge County,Science,Hispanic,63,58,66, 
Div,81,Rockbridge County,English: Reading,Male,75,73,76, 
Div,81,Rockbridge County,English: Writing,Male,70,73,73, 
Div,81,Rockbridge County,History and Social Sciences,Male,83,83,82, 
Div,81,Rockbridge County,Mathematics,Male,82,76,77, 
Div,81,Rockbridge County,Science,Male,83,85,81, 
Div,81,Rockbridge County,English: Reading,Students with Disabilities,34,36,44, 
Div,81,Rockbridge County,English: Writing,Students with Disabilities,29,23,26, 
Div,81,Rockbridge County,History and Social Sciences,Students with Disabilities,45,49,42, 
Div,81,Rockbridge County,Mathematics,Students with Disabilities,42,40,47, 
Div,81,Rockbridge County,Science,Students with Disabilities,42,42,39, 
Div,81,Rockbridge County,English: Reading,White,78,77,81, 
Div,81,Rockbridge County,English: Writing,White,76,78,79, 
Div,81,Rockbridge County,History and Social Sciences,White,82,83,82, 
Div,81,Rockbridge County,Mathematics,White,85,80,81, 
Div,81,Rockbridge County,Science,White,85,84,81, 
Div,82,Rockingham County,English: Reading,All Students,81,81,79, 
Div,82,Rockingham County,English: Writing,All Students,76,79,74, 
Div,82,Rockingham County,History and Social Sciences,All Students,88,87,85, 
Div,82,Rockingham County,Mathematics,All Students,87,86,81, 
Div,82,Rockingham County,Science,All Students,87,86,84, 
Div,82,Rockingham County,English: Reading,Asian,93,94,90, 
Div,82,Rockingham County,English: Writing,Asian,100,91,79, 
Div,82,Rockingham County,History and Social Sciences,Asian,93,98,92, 
Div,82,Rockingham County,Mathematics,Asian,98,95,94, 
Div,82,Rockingham County,Science,Asian,94,100,90, 
Div,82,Rockingham County,English: Reading,Black,65,72,65, 
Div,82,Rockingham County,English: Writing,Black,61,85,70, 
Div,82,Rockingham County,History and Social Sciences,Black,79,76,72, 
Div,82,Rockingham County,Mathematics,Black,81,75,65, 
Div,82,Rockingham County,Science,Black,75,75,66, 
Div,82,Rockingham County,English: Reading,Economically Disadvantaged,69,70,66, 
Div,82,Rockingham County,English: Writing,Economically Disadvantaged,62,66,60, 
Div,82,Rockingham County,History and Social Sciences,Economically Disadvantaged,79,77,74, 
Div,82,Rockingham County,Mathematics,Economically Disadvantaged,79,77,70, 
Div,82,Rockingham County,Science,Economically Disadvantaged,77,75,73, 
Div,82,Rockingham County,English: Reading,English Learners,54,39,55, 
Div,82,Rockingham County,English: Writing,English Learners,42,58,58, 
Div,82,Rockingham County,History and Social Sciences,English Learners,71,49,61, 
Div,82,Rockingham County,Mathematics,English Learners,76,65,66, 
Div,82,Rockingham County,Science,English Learners,61,43,58, 
Div,82,Rockingham County,English: Reading,Female,83,83,81, 
Div,82,Rockingham County,English: Writing,Female,83,87,80, 
Div,82,Rockingham County,History and Social Sciences,Female,86,85,83, 
Div,82,Rockingham County,Mathematics,Female,89,87,82, 
Div,82,Rockingham County,Science,Female,87,86,84, 
Div,82,Rockingham County,English: Reading,Hispanic,70,71,65, 
Div,82,Rockingham County,English: Writing,Hispanic,72,72,60, 
Div,82,Rockingham County,History and Social Sciences,Hispanic,82,80,75, 
Div,82,Rockingham County,Mathematics,Hispanic,84,82,74, 
Div,82,Rockingham County,Science,Hispanic,78,76,74, 
Div,82,Rockingham County,English: Reading,Male,79,79,76, 
Div,82,Rockingham County,English: Writing,Male,70,72,69, 
Div,82,Rockingham County,History and Social Sciences,Male,89,88,87, 
Div,82,Rockingham County,Mathematics,Male,86,85,80, 
Div,82,Rockingham County,Science,Male,86,85,85, 
Div,82,Rockingham County,English: Reading,Students with Disabilities,42,45,43, 
Div,82,Rockingham County,English: Writing,Students with Disabilities,31,37,40, 
Div,82,Rockingham County,History and Social Sciences,Students with Disabilities,64,58,58, 
Div,82,Rockingham County,Mathematics,Students with Disabilities,58,55,48, 
Div,82,Rockingham County,Science,Students with Disabilities,53,54,55, 
Div,82,Rockingham County,English: Reading,White,83,83,81, 
Div,82,Rockingham County,English: Writing,White,78,80,77, 
Div,82,Rockingham County,History and Social Sciences,White,89,88,87, 
Div,82,Rockingham County,Mathematics,White,88,87,83, 
Div,82,Rockingham County,Science,White,88,88,87, 
Div,83,Russell County,English: Reading,All Students,82,85,83, 
Div,83,Russell County,English: Writing,All Students,76,83,78, 
Div,83,Russell County,History and Social Sciences,All Students,87,86,87, 
Div,83,Russell County,Mathematics,All Students,83,86,84, 
Div,83,Russell County,Science,All Students,87,89,86, 
Div,83,Russell County,English: Reading,Asian,<,<,<, 
Div,83,Russell County,English: Writing,Asian,<,<,<, 
Div,83,Russell County,History and Social Sciences,Asian,<,<,<, 
Div,83,Russell County,Mathematics,Asian,<,<,<, 
Div,83,Russell County,Science,Asian,<,<,<, 
Div,83,Russell County,English: Reading,Black,93,77,92, 
Div,83,Russell County,English: Writing,Black,<,<,<, 
Div,83,Russell County,History and Social Sciences,Black,<,<,70, 
Div,83,Russell County,Mathematics,Black,67,68,70, 
Div,83,Russell County,Science,Black,73,<,<, 
Div,83,Russell County,English: Reading,Economically Disadvantaged,75,79,78, 
Div,83,Russell County,English: Writing,Economically Disadvantaged,67,73,71, 
Div,83,Russell County,History and Social Sciences,Economically Disadvantaged,82,80,82, 
Div,83,Russell County,Mathematics,Economically Disadvantaged,78,81,79, 
Div,83,Russell County,Science,Economically Disadvantaged,83,85,81, 
Div,83,Russell County,English: Reading,English Learners,<,<,<, 
